1;As a killer you have so much fun. You get the chainsaw (wow!) and you also get a beautiful bell which I might add scares the crap out of my guy friends who are meant to be 'brave'. As a survivor the game's atmosphere is absolutely fabulous! I haven't played such a thrill game in such a long time that actually gets my heart racing let alone actually making me jump. I would also recommend this game to everybody who loves a thriller and just wants to release some tention as a killer )
1;Beautiful game I've always wanted something like this and I have been waiting for Friday the 13th game but this will do for now I do wish it had a little more open world sometimes it does feel cramped and or a better way to communicate with your fellow survivors 'unless you have teamspeak' but overall I really enjoyed this game I played the crap out of it during the beta launch
1;Great game for under $20.00 but there are still a few bugs. Main issue is that there is no option to play with mixed parties.Unless you have 5 people playing in a custom game there's no way to party up with just 1 or 2 friends and search for a game. Your only option is to do a 'Quick Play' at the same time as your friend and hope to get in the same game. Adding a game Lobby before searching for a game would easily fix this.
1;So I've played 20+ hours of this mostly as the Survivor and I love it! You'll see a few negative reviews because there's no 'Survive With Friends' feature yet but it is coming. As far as the gameplay it's very tense and unpredictable. Also there's no in game chat between survivors. You never know if the survivors you're paired with will help you or leave you to die. I'm having a blast with this. I highly recommend this game! It's amazing now and it will only get better!
1;This game is actually pretty good. I like it quite a lot (not including the games I get camped) 700+ hours and I can play and enjoy it like if I just bought it. 8/10. Would recommend. Below is my favorite quote from one of the devs.' I think we've done a pretty good job so far' Mathieu Cote
1;Very good game if you are interested in 'horror' survival games this is for you. Matchmaking sometimes sucks but it is pleasure to play some games and have fun. I am playing this game also on Xbox so I couldn t forget to buy it on PC )I recommend this game. BOi
1;What an awesome game!! I was lucky enough to try it for free. I was so impressed by the game that I bought it immediately afterwards! Being a fan of the horror genre I love being able to stalk and kill 'helpless' victims. Don't even get me started about hanging them up on hooks. It appears that there is no shortage of DLC content too so the game should stay fresh for a while!
1;10/10 Got chased by a invisible dude who would ring a bell everytime he saw me... Then I steeped on a beartrap got rescued and healed myself by puting a bandage on my arm... After that a random guy chased me with a kitchen knife... And to finish it all i got hanged on a hook.Would play again
1;Absolutely amazing game. It still has its bugs and balance issues but that is to be expected from such a relatively new game. I can't wait to see the new features they plan on adding and watching this game take shape.Overall the feel of being in a horror film was perfectly captured! I would rate this game a solid 10/10 for its fun gameplay and great potential. It has worked its way into my favorites list.
1;Alright I love this game and i wont lie... This is my favorite game on steam and it has ever sence i bought it. I say you should buy this. I mean i havnt got bored of it yet and ive been playing for about a year now. Like suriously I love this game so much I still dont know how this game doesnt have more players. It really should have more players also thank the people who made this really really fun game. I think they made a great job of this game.
1;An amazing game. Especially when everyone is all in. The best is when you're paired up with a truly terrifying killer. Most of the time there is little to no lag. But occasionally there are issues. It is also friendly to a wide range of computers. I can run it on a relatively slow computer and I have friends who can run it on even slower systems.
1;At first I found this game to be really repetitive and thought I was going to regret my purchase. After a while however I realized that this game kept getting me to come back to it as the matches are addicting. There are several different killers and maps making each scenario slightly different. Depending on the skill of the other players the game can be very challenging or easy. Anyways it s a lot of fun!
1;Can you imagine as awsome as it would be if we could see other player's expressions on the coner of the screen while playing as the killer!? The look one one's face as you chase down one player and the closer you get the more intense things get. Although it could probably serve as a distraction... I give this game a 9 out 10! Excellent game with big potential for more.
1;Dead By Daylight can be extremely fun and challenging. The idea of the game is a good idea and hopefully the devs can improve the game further.I recommend this game because it can at times become addicting to play. If you ignore the stupid glitches and bugs it is really enjoyable. However with friends it's a even more enjoyable. )
1;Dead by Daylight has always been my favourite game to play there's always constant updates on the game to improve the game. For example the revamp of the blood web to have have lesser nodes and the choice within 2 perks instead of one. Really helpful update! The idea for survivors to have infinite health when being hooked the first time to encourage killer not to camp you is also a really good idea. I love Dead by Daylight hahaha
1;Dead by Daylight is an honestly great idea and a game it emphaisizes teamwork and the thing about matchmaking is that the surivors are woefully overpowered in later levels hence why no one plays killer and usually camps as killer. But that's besides the point I personally love playing killer against randos it's quite fun being called a camper when all i do is rotate. 10/10 would hook again.
1;Dead by daylight is an interesting game with a unique playstyle. I have invested a couple of hours into this game so far and have enjoyed my experience both as a survivor and as a killer. However that said If you are looking to play this game with your friends then expect to be waiting awhile whilst the solo match making queue seems to work flawlessly queuing with friends does not and can really ruin the experience if you want to play with friends.
1;Dead by daylight will make your heart beat and you will feel the tension when sneaking around or getting chased by a raving psycopath! A must have for everyone who like horror! Plus you can play it with your friends. You can get hooked together and get camped but that's just another story...
1;Fun game in general not as buggy as it used to be and chasing around survivors is something I can easily do for hours. Game feels pretty complete with the dlc out have only encountered one major bug since the patch and that's in about 10 hours of play. A game well worth playing especially if you have 3 4 friends to survive with or hunt down.
1;Good asymmetrical survival horror game that provides tensity while maintaining a sense of purpose for survivors. It suffers from a hefty dose of grind fatigue however as it takes hundreds of hours to create a good perk build for both survivors and killers.As a whole i would rate the game a 7/10 as of now.
1;Good game better if you play with friends for communication. The only problem is that me and my friends sometimes search a lobby for a long time before we can start a game and then we have a camper killer... But overall it's fun enough to make me recommend it
1;Great game especially now since you can Match up with friends. The game still has a few bugs to work out but the DEV are excellent at responding to the community. They listen to the users and continue to update the game to make it more polished. Highly recommend!
1;Hello there!I really like playing it! DBD is much fun and its best playing with friends. Im getting super annoyed by all the bugs and unbalanced Killer Survior Perks (My opinion). If u wanna have all DLC's it costs a lot of money but they aren necessary so thats fine with me.
1;Honestly I won't lie this game does have some problems that need to be worked on like matchmaking some bugs etc. But I def would recommend this game to anyone. If you play with friends it makes the game so much funner. I love the whole idea of the game and the concept.
1;I HIGHLY RECOMMEND THIS GAME CAUSE THERE ARE SOME KILLERS WILL FOLLOW YOU NO MATTER WHERE YOU GO IN WHICH YOU'LL GO LOOPING EACH OTHER Who said this game is a horror game but MEHHHH Lieesssss ahhahahaha xDDDI never laugh so hard cause of this game I LOVE IT &lt 3333
1;Hello everyone i have a question. i resently upgraded my computer and i love playing this game but have not been able to play this game eversense i can run anyonther game no problem but this one will not run over 15fps i have a radion rx 560 and it utilises 100% of my gpu for some reason is there anything that i can do to make this game work because i have the right sestyem requirements to run it but somthings wrong and i realy want to play the game again
1;I would recommend this game specially if you get it on sale. The game itself is fairly simple and easy to understand but hard to master. It pitches 4 survivors against 1 killer in a randomly picked map. Survivors try to escape and the killer does what a killer does. Pros Ability to outplay other people is fun and encouraging.Many hours of play for relative little moneyUpdated regularly.Cons Lack of a proper Ranking systemSlightly lacking polish on non gamebreaking issues.
1;The start of the game can be a bit challenging for new players and progression is pretty slow until you've put a decent chunk of time into the game. Lag is pretty common and can ruin games. Players with a lot of time invested can be pretty toxic.Even with these problems it's still a fun game. The learning curve is steep but once you've gotten the hang of it it's a lot of fun.Playing with friends highly recommended especially for newer people
