0;Amount of bugs and glitches from error during launching to killers who consists of parts of other killers.11 invisible Hillbily with head of Micheal Myers/10 Nurses with head of Dwight and with Edward Scissorhands handsP.S.Dont believe?check out my screenshots
0;i would not recommend this.. this game used to be fun but they have fed and pandered so much to the survivors that it went from stealth and teammwork to... crouch in fron t of the a hook so the killer cant hook u got caught dont worry u have a garauntee get off his back got un hooked dont worry again when ur unhooked u cant be downed again... and if u wanna keep up with these rediculous changes you have to pay money to get a better killer..
0;Terrible game can't find lobbies more of a bug than a game no point in playing as a killer because survivors are overpowered and the servers are utter trash i usually have to play with around 200 ms which is not good compared to other games i get around 25ms in.
0;Terrible game! When you exit the game there is a chance of simply just losing rank! Community games are a nightmare! Russian players as usual will start to insult you in the chat Russian words some players start to squat once dumped a pallet! Just a disgusting game... That why i hate this game
0;I have played this game a ton. The concept is fun enough but there are some big outstanding issues. Trying to find a match is a nightmare. We've waited more than 20 minutes before giving up. If this was an early access title most of the problems could be forgiven. But it isn't. Friday the 13th The Game and Last Year is just a few months away and look a bit more promising.While I have definitely got my money's worth but until some of the big bugs are fixed I would recommend buying this on sale.
0;This game was fun until the Devs decided to nerf survivors over and over along with buffing a Killer that was already overpowered. Unless you can play with friends then this game is definitely not for you. What was a fun game has turned into a broken bug riddled and biased game that will eventually die good riddance. If I could get my money back I would and I never complain about games or write reviews.
0;"""Had a ton of fun with this game for awhile until they released Freddy. Freddy isnt only game shatteringly broken he completely drains all the fun out of the game absolutely refuse to play any survivor until they actually do something about Freddy. Instead of pretending the slight tweaks they did as a """"nerf"""". After weeks they still refuse to fix him. Would NOT recommend in it's current state."""
0;Loved the game at first one that I was really excited about but with newer updates it seems to just break the game. Literally wait 20 minutes just to play a game and then to be kicked out because there is a cheater detected or wait 20 minutes just for the game to crash. As I am writing this I am waiting 20 minutes just to get into a game please stop with the updates. As of right now I wouldnt recommend this game to anyone until the main issue of actually getting to play the game is fixed.
0;Dodgey and crap security is terrible loads of campers i report but dont get banned. That includes swearing farming and other abuses load of those idiotic people do. My word to anyone who wants to buy this garbage it is a waste of money. The devs should lower the price and highten the security because i have loads of people abusing me so i report them but dont get banned. The flippin vids aren't even game footage. (
0;Unbalanced game a lot of bugs the networking and matchmaking does not work you get kicked for no reason it freezes you disconnect the game just goes on when you close it. Overall it might be fun with friends if you get it on sale but that s about it. It also lacks broader gameplay as it s basically always the same procedure.
0;For few first games its fun till you start to notice everyone has all the most powerful perks.It doesnt even matter whether how skillful or not you are. Because you will get defeaten (survivor or killer) because you just cant do anything to assist teammates or to finish any players off.That said add a gamemode where perks are completely removed or just remove and remake at least 80% of the perks.Also looping is t bloodlust doesnt work game is unfair.
0;THIS IS NOT A REAL RELEASE BUT MORE LIKE AN ALPHA VERSION!If you wanna buy some alpha and to become a beta tester you are welcome. Otherwise stay away from this game. It crashes lags throws you out of lobby out of game etc. You lose your inventory items your points. It's simply completely unplayable.I REALLY DO NOT RECOMMEND BUYING THIS PIECE OF GAME!
0;1. Killer who camps you2. It take 10 15 min to find a match because so many times people disconnect without a reason.3. So many who disconnect and you can't repair 5 generators in 2 people or alone.4. So many bugs but the developers can do DLC for 7$ because is a P2W because they don't make something good they just make killers and survivors to make money.5. I will regret all my life because I pay 20$ for this
0;This game is more like an alpha than a complete game. I've spent more time trying to get into games than actually playing. Even when I do finally find a lobby the killer just dodges without any penalty. But don't worry they brought out new outfits for the survivors! That shoudl help you get in a game with your BRAND NEW OUTFIT! WOOOOOOOOOOOOOOOOOOH
0;Fun game does have a lot of strange bugs and cheaters but if you play with friends it's ok.They made it so easy for people to cheat on this game and the devs aren't doing anything to stop that except user reports and you have to record them doing it for it to even be taken seriously. Easy anti cheat is the biggest joke I ever heard. If they started to try to ban cheaters i'd recommend buying this game.
0;So what can I say about this game? The concept of the game is nice but implementation is poor. After releasing cosmetic DLC and the recent michael myers update the game still lacks dedicated servers. As for the balance of the current patch the trapper is incredibly frustrating to play against. The keybind to unhook and disarm are both on M1 leading to a scenario where you think you are disarming the trap and ending up getting stuck in the trap.
